0,1,2,3,4,5,6,7,8,9,10,11,12,13
2.46e-05,0.004072755999999999,0.00316515,0.0016626420000000002,0.004567835,0.004236842,0.001999906,-0.004868188,-0.001126882,-0.00379115,-0.001145366,0.003606748,-0.000909949,0.003124467
0.001818849,0.001718985,0.00159272,-0.000243592,-0.0009607000000000001,0.001648397,-0.001157366,0.002251106,-0.003167099,-0.00046794699999999997,-2.95e-05,-0.001379559,0.00336008,-0.000226572
-0.004225156,-6.01e-05,0.001628849,-0.0013743720000000002,0.001392469,0.001124803,-0.004677221,0.002438772,-0.002772681,0.003577662,0.000941835,-0.0010534119999999999,-0.001075487,0.005682089
0.003706955,0.004179207,0.000471314,-0.0016599339999999998,0.005579547,0.004032919,0.002961772,0.002772575,0.0029493759999999996,-0.002378608,-0.001848464,-0.0014608429999999999,0.0038448090000000002,-0.00019419200000000001
-0.000932593,-0.00431052,-0.00114173,-0.000510595,-0.000919417,0.005079634,-0.0009400089999999999,0.0031416659999999996,0.002035518,0.002081914,0.001082413,0.002357212,0.002471558,0.0014203629999999998
-0.002645235,0.000783449,-0.0013675470000000002,0.003587056,-0.00023003700000000002,-0.001545736,-0.001671529,-0.001392335,0.0029473890000000003,-0.004824741,-7.4e-05,-0.0032793609999999997,-0.0022588779999999998,0.00385279
-0.002492165,0.001061128,-0.000763951,-0.001117233,-0.0037689459999999996,0.001250838,0.000839228,-0.0033064640000000003,0.003988987,0.00012927,0.006447414,0.001437831,0.0016728160000000001,0.0016094529999999998
-0.004089278,0.002845293,-0.001466325,-0.005627613,-0.002237227,0.000910268,-0.008303768000000001,-0.00378784,0.000231987,0.001819643,0.0011486110000000001,0.002151563,0.000664651,0.001939982
0.00223827,-0.0068981630000000006,9.03e-05,-0.003123155,0.000421305,0.0015547279999999998,0.00116724,0.006022228,-0.0006564339999999999,0.002118783,-0.001842132,-0.0028540209999999996,0.0066193580000000005,-0.003084506
7.52e-05,-0.002668813,0.004281248,0.003418516,0.003423486,0.000789341,0.00507921,0.001081586,0.002508041,0.003890902,0.000525023,-0.002220112,0.0026576140000000004,-0.002371156
0.000548504,0.004472513,-0.000403469,0.001565811,0.002417149,0.0018740679999999998,0.001525776,-9.329999999999999e-05,0.0014246010000000002,0.001049676,-0.00204105,-0.004179124,-0.001760781,0.0006621410000000001
-0.001063635,0.004253725,-0.002275415,-0.001982435,-0.006597838000000001,7.609999999999999e-05,0.003189231,0.0028268720000000002,0.008798591,-0.002459604,0.003042012,-0.005354111,0.001836073,-0.0007858569999999999
-0.000484526,0.007927448,0.003267623,-0.003896326,-0.00048100199999999996,0.0008370960000000001,-0.001041185,0.0049668279999999995,0.0033252409999999996,0.003244864,-0.0022488210000000002,-0.0020151179999999998,0.002039825,-0.0011319330000000001
0.002031621,-0.002137562,-0.005845523,-0.002026949,-0.00117194,0.004142535,-0.004025508,0.00147745,-0.001474523,0.002181036,-0.001406945,0.003048343,0.005883008,0.00142298
-0.00428232,0.002909219,-0.001841215,-0.0009645519999999999,0.0021318920000000002,-0.0037733909999999996,-0.00022088900000000002,-0.004186802,0.002413266,-0.002340368,-0.006153942,-0.004677129,-0.005614638000000001,0.005577121
-0.00165376,0.001305751,0.001519276,-0.000199653,-0.001051681,0.001409794,0.0037827990000000003,-0.00023942,-0.000543399,0.0006281419999999999,-0.000412398,0.004414981,0.002980635,-0.00045032599999999997
-0.000409752,0.0007970319999999999,0.001963704,-0.000208725,0.00261326,-0.0005072480000000001,0.000597642,0.006920481,0.003672168,0.0018304489999999998,-0.00184714,0.00596358,0.004783211,0.003194125
-0.000148477,-0.006052656,-0.00028957799999999997,-0.0033196740000000003,-0.008135072,0.0029884829999999997,0.0016725879999999998,-0.0007986219999999999,-0.001497552,-0.001299147,0.000570778,0.007566369,-0.0014372789999999999,-0.00383214
0.0029950309999999996,0.004347054,-0.0033975109999999998,0.003719115,0.00036954699999999996,-0.0033238020000000003,-0.002289186,0.0029373290000000002,0.00184377,-0.002739793,-0.000719968,0.000959892,0.001330813,0.000288621
0.001245811,0.001636675,0.0064476690000000005,-0.000553845,-0.0016151470000000002,-0.002834697,0.0028679770000000003,5.4000000000000005e-05,-0.0024325429999999997,0.003119377,-0.000846143,0.002008142,0.001791294,-0.003647613
0.002277315,0.0087969,0.002196471,0.000766627,0.0036653659999999998,0.002438473,-0.004115323,-0.0005625259999999999,-0.005896164000000001,-0.005774888000000001,0.0014542079999999998,-0.000935684,-0.000985775,0.004981161
